Word,word_Two,Year,Frequency
places,quality,1854,1
places,reaction,1854,1
places,rivina,1854,1
places,says,1854,1
places,scotland,1854,1
places,sixth,1854,1
places,slowly,1854,1
places,speak,1854,1
places,sprinkled,1854,1
places,stabbed,1854,1
places,stabs,1854,1
places,states,1854,1
places,still,1854,1
places,strapped,1854,1
places,subsiding,1854,1
places,swell,1854,1
places,swelling,1854,1
places,takes,1854,1
places,tenderness,1854,1
places,that,1854,1
places,time,1854,1
places,treat,1854,1
places,treatment,1854,1
places,when,1854,1
places,years,1854,1
places,plaster,1857,1
places,ribs,1857,1
places,shape,1857,1
places,spinal,1857,1
places,struck,1857,1
places,subject,1857,1
places,superficial,1857,1
places,these,1857,1
places,those,1857,1
places,triangular,1857,1
places,trochanter,1857,1
places,useful,1857,1
places,vertex,1857,1
places,ward,1857,1
places,water,1857,1
places,would,1857,1
plains,still,1844,3
plains,pulse,1844,2
plains,rheumatism,1844,2
plains,skin,1844,2
plains,soft,1844,2
plains,taken,1844,2
plains,weeks,1844,2
plains,quick,1844,1
plains,rather,1844,1
plains,recovered,1844,1
plains,regular,1844,1
plains,right,1844,1
plains,seaman,1844,1
plains,since,1844,1
plains,small,1844,1
plains,states,1844,1
plains,strikes,1844,1
plains,strong,1844,1
plains,subject,1844,1
plains,suffered,1844,1
plains,suffers,1844,1
plains,swelling,1844,1
plains,that,1844,1
plains,thick,1844,1
plains,thinks,1844,1
plains,this,1844,1
plains,time,1844,1
plains,tongue,1844,1
plains,took,1844,1
plains,until,1844,1
plains,warm,1844,1
plains,when,1844,1
plains,while,1844,1
plains,white,1844,1
plains,work,1844,1
plains,worse,1844,1
plains,year,1844,1
plains,years,1844,1
plains,yellowish,1844,1
plane,thigh,1849,9
plane,removed,1849,6
plane,soreness,1849,6
plane,straight,1849,6
plane,plane,1849,3
plane,previous,1849,3
plane,recovered,1849,3
plane,replaced,1849,3
plane,seaman,1849,3
plane,smyth,1849,3
plane,standing,1849,3
plane,stiffness,1849,3
plane,striking,1849,3
plane,subsided,1849,3
plane,swelling,1849,3
plane,there,1849,3
plane,treatment,1849,3
plane,under,1849,3
plane,ward,1849,3
plane,wash,1849,3
plane,while,1849,3
plaster,wound,1857,5
plaster,pointing,1857,2
plaster,right,1857,2
plaster,scalp,1857,2
plaster,there,1857,2
plaster,ribs,1857,1
plaster,shape,1857,1
plaster,spinal,1857,1
plaster,struck,1857,1
plaster,subject,1857,1
plaster,superficial,1857,1
plaster,these,1857,1
plaster,those,1857,1
plaster,triangular,1857,1
plaster,trochanter,1857,1
plaster,useful,1857,1
plaster,vertex,1857,1
plaster,ward,1857,1
plaster,water,1857,1
plaster,would,1857,1
plates,sick,1841,2
plates,pneumonia,1841,1
plates,prominent,1841,1
plates,prostrate,1841,1
plates,pulpy,1841,1
plates,pulse,1841,1
plates,question,1841,1
plates,quite,1841,1
plates,rattle,1841,1
plates,readily,1841,1
plates,reddish,1841,1
plates,respirations,1841,1
plates,rhonchus,1841,1
plates,rice,1841,1
plates,right,1841,1
plates,room,1841,1
plates,says,1841,1
plates,sigmoid,1841,1
plates,signs,1841,1
plates,since,1841,1
plates,skin,1841,1
plates,small,1841,1
plates,soft,1841,1
plates,softened,1841,1
plates,solitary,1841,1
plates,some,1841,1
plates,sordes,1841,1
plates,stomach,1841,1
plates,swallowing,1841,1
plates,taken,1841,1
plates,teeth,1841,1
plates,tissue,1841,1
plates,tong,1841,1
plates,trachea,1841,1
plates,treated,1841,1
plates,wales,1841,1
plates,weeks,1841,1
plumb,still,1862,3
plumb,powder,1862,2
plumb,prescription,1862,2
plumb,since,1862,2
plumb,smooth,1862,2
plumb,tongue,1862,2
plumb,pretty,1862,1
plumb,puls,1862,1
plumb,pulse,1862,1
plumb,quite,1862,1
plumb,rather,1862,1
plumb,renewed,1862,1
plumb,sleeps,1862,1
plumb,slept,1862,1
plumb,slowly,1862,1
plumb,suspended,1862,1
plumb,sweat,1862,1
plumb,taking,1862,1
plumb,tannin,1862,1
plumb,this,1862,1
plumb,times,1862,1
plumb,troubled,1862,1
plumb,viii,1862,1
plumb,vomiting,1862,1
plumb,when,1862,1
plumb,xxxii,1862,1
pneumonia,sick,1841,2
pneumonia,prominent,1841,1
pneumonia,prostrate,1841,1
pneumonia,pulpy,1841,1
pneumonia,pulse,1841,1
pneumonia,question,1841,1
pneumonia,quite,1841,1
pneumonia,rattle,1841,1
pneumonia,readily,1841,1
pneumonia,reddish,1841,1
pneumonia,respirations,1841,1
pneumonia,rhonchus,1841,1
pneumonia,rice,1841,1
pneumonia,right,1841,1
pneumonia,room,1841,1
pneumonia,says,1841,1
pneumonia,sigmoid,1841,1
pneumonia,signs,1841,1
pneumonia,since,1841,1
pneumonia,skin,1841,1
pneumonia,small,1841,1
pneumonia,soft,1841,1
pneumonia,softened,1841,1
pneumonia,solitary,1841,1
pneumonia,some,1841,1
pneumonia,sordes,1841,1
pneumonia,stomach,1841,1
pneumonia,swallowing,1841,1
pneumonia,taken,1841,1
pneumonia,teeth,1841,1
pneumonia,tissue,1841,1
pneumonia,tong,1841,1
pneumonia,trachea,1841,1
pneumonia,treated,1841,1
pneumonia,wales,1841,1
pneumonia,weeks,1841,1
pneumonia,posterior,1862,1
pneumonia,pulse,1862,1
pneumonia,relief,1862,1
pneumonia,relieved,1862,1
pneumonia,slight,1862,1
pneumonia,strength,1862,1
pneumonia,surface,1862,1
pneumonia,taking,1862,1
pneumonia,that,1862,1
pneumonia,three,1862,1
pneumonia,tongue,1862,1
pneumonia,warm,1862,1
point,wound,1857,4
point,removed,1857,2
point,tibia,1857,2
point,unfortunate,1857,2
point,producing,1857,1
point,received,1857,1
point,right,1857,1
point,riot,1857,1
point,seems,1857,1
point,since,1857,1
point,sloughy,1857,1
point,speak,1857,1
point,spinal,1857,1
point,still,1857,1
point,strangely,1857,1
point,struck,1857,1
point,there,1857,1
point,thighs,1857,1
point,this,1857,1
point,today,1857,1
point,under,1857,1
point,uninjured,1857,1
point,whether,1857,1
point,yeast,1857,1
pointing,wound,1857,10
pointing,right,1857,4
pointing,scalp,1857,4
pointing,there,1857,4
pointing,ribs,1857,2
pointing,shape,1857,2
pointing,spinal,1857,2
pointing,struck,1857,2
pointing,subject,1857,2
pointing,superficial,1857,2
pointing,these,1857,2
pointing,those,1857,2
pointing,triangular,1857,2
pointing,trochanter,1857,2
pointing,useful,1857,2
pointing,vertex,1857,2
pointing,ward,1857,2
pointing,water,1857,2
pointing,would,1857,2
pointing,pointing,1857,1
points,small,1840,6
points,pulse,1840,5
points,right,1840,4
points,through,1840,4
points,ribs,1840,3
points,scalp,1840,3
points,several,1840,3
points,ulcers,1840,3
points,quite,1841,3
points,reddish,1841,3
points,pulseless,1840,2
points,received,1840,2
points,removed,1840,2
points,skin,1840,2
points,skull,1840,2
points,smaller,1840,2
points,soon,1840,2
points,stimulants,1840,2
points,stomach,1840,2
points,that,1840,2
points,there,1840,2
points,this,1840,2
points,tissue,1840,2
points,whole,1840,2
points,snuff,1846,2
points,ulcers,1846,2
points,wheels,1846,2
points,pulse,1841,2
points,skin,1841,2
points,stimulants,1841,2
points,tenderness,1841,2
points,times,1841,2
points,tongue,1841,2
points,when,1841,2
points,portion,1840,1
points,post,1840,1
points,poultice,1840,1
points,powers,1840,1
points,pressure,1840,1
points,protuberance,1840,1
points,pupils,1840,1
points,pushed,1840,1
points,quantity,1840,1
points,rallied,1840,1
points,rapidly,1840,1
points,rather,1840,1
points,relief,1840,1
points,removing,1840,1
points,respiration,1840,1
points,restless,1840,1
points,result,1840,1
points,return,1840,1
points,returned,1840,1
points,ruptured,1840,1
points,same,1840,1
points,scaffold,1840,1
points,seen,1840,1
points,sensible,1840,1
points,shin,1840,1
points,shoulder,1840,1
points,sinapism,1840,1
points,sinapisms,1840,1
points,since,1840,1
points,size,1840,1
points,slight,1840,1
points,spaces,1840,1
points,speak,1840,1
points,sphenoid,1840,1
points,stage,1840,1
points,sternum,1840,1
points,stopped,1840,1
points,story,1840,1
points,striking,1840,1
points,substance,1840,1
points,superficial,1840,1
points,surface,1840,1
points,taking,1840,1
points,tart,1840,1
points,than,1840,1
points,then,1840,1
points,these,1840,1
points,thick,1840,1
points,thickened,1840,1
points,time,1840,1
points,ting,1840,1
points,toddy,1840,1
points,transverse,1840,1
points,treatment,1840,1
points,trephine,1840,1
points,turning,1840,1
points,under,1840,1
points,until,1840,1
points,upper,1840,1
points,venous,1840,1
points,ward,1840,1
points,warm,1840,1
points,warmth,1840,1
points,water,1840,1
points,where,1840,1
points,window,1840,1
points,year,1840,1
points,presented,1846,1
points,resistance,1846,1
points,rest,1846,1
points,right,1846,1
points,roller,1846,1
points,soft,1846,1
points,somewhat,1846,1
points,struck,1846,1
points,such,1846,1
points,superficial,1846,1
points,that,1846,1
points,them,1846,1
points,this,1846,1
points,treatment,1846,1
points,under,1846,1
points,weeks,1846,1
points,while,1846,1
points,whole,1846,1
points,post,1841,1
points,posteriorly,1841,1
points,quinine,1841,1
points,rather,1841,1
points,restrained,1841,1
points,right,1841,1
points,several,1841,1
points,size,1841,1
points,slight,1841,1
points,slightly,1841,1
points,small,1841,1
points,solid,1841,1
points,spleen,1841,1
points,still,1841,1
points,stools,1841,1
points,substance,1841,1
points,teeth,1841,1
points,thick,1841,1
points,thickened,1841,1
points,though,1841,1
points,tissue,1841,1
points,used,1841,1
points,using,1841,1
points,ventricles,1841,1
points,vessels,1841,1
points,violent,1841,1
points,wall,1841,1
points,whey,1841,1
points,wine,1841,1
poisoned,thigh,1854,4
poisoned,shortening,1854,3
poisoned,removed,1854,2
poisoned,than,1854,2
poisoned,treatment,1854,2
poisoned,union,1854,2
poisoned,pulse,1854,1
poisoned,pump,1854,1
poisoned,quantity,1854,1
poisoned,quick,1854,1
poisoned,readjusted,1854,1
poisoned,regaining,1854,1
poisoned,return,1854,1
poisoned,right,1854,1
poisoned,said,1854,1
poisoned,sarah,1854,1
poisoned,says,1854,1
poisoned,several,1854,1
poisoned,shorter,1854,1
poisoned,simple,1854,1
poisoned,single,1854,1
poisoned,stairs,1854,1
poisoned,state,1854,1
poisoned,stomach,1854,1
poisoned,straight,1854,1
poisoned,surface,1854,1
poisoned,taken,1854,1
poisoned,that,1854,1
poisoned,times,1854,1
poisoned,vomited,1854,1
poisoned,vomiting,1854,1
poisoned,while,1854,1
policeman,same,1862,2
policeman,poor,1862,1
policeman,portion,1862,1
policeman,punch,1862,1
policeman,recovered,1862,1
policeman,severe,1862,1
policeman,sick,1862,1
policeman,stokes,1862,1
policeman,stopped,1862,1
policeman,this,1862,1
policeman,until,1862,1
policeman,usual,1862,1
policeman,walk,1862,1
policeman,water,1862,1
policeman,whiskey,1862,1
policeman,woman,1862,1
poor,regular,1862,2
poor,viii,1862,2
poor,severe,1862,2
poor,this,1862,2
poor,time,1862,2
poor,usual,1862,2
poor,same,1862,2
poor,since,1862,1
poor,smooth,1862,1
poor,tongue,1862,1
poor,treatments,1862,1
poor,wine,1862,1
poor,rather,1862,1
poor,signs,1862,1
poor,some,1862,1
poor,somewhat,1862,1
poor,sounds,1862,1
poor,summit,1862,1
poor,that,1862,1
poor,treatment,1862,1
poor,troubled,1862,1
poor,under,1862,1
poor,usually,1862,1
poor,within,1862,1
poor,year,1862,1
poor,portion,1862,1
poor,punch,1862,1
poor,recovered,1862,1
poor,sick,1862,1
poor,stokes,1862,1
poor,stopped,1862,1
poor,until,1862,1
poor,walk,1862,1
poor,water,1862,1
poor,whiskey,1862,1
poor,woman,1862,1
porter,recovered,1856,2
porter,urine,1856,2
porter,pressure,1856,1
porter,relapse,1856,1
porter,rheumatic,1856,1
porter,rheumatism,1856,1
porter,right,1856,1
porter,sense,1856,1
porter,server,1856,1
porter,should,1856,1
porter,simply,1856,1
porter,soon,1856,1
porter,suffering,1856,1
porter,swollen,1856,1
porter,symptoms,1856,1
porter,tender,1856,1
porter,there,1856,1
porter,week,1856,1
porter,weeks,1856,1
porter,wrist,1856,1
porter,pulse,1856,1
porter,quick,1856,1
porter,rapidly,1856,1
porter,sailing,1856,1
porter,savannah,1856,1
porter,short,1856,1
porter,sick,1856,1
porter,stamped,1856,1
porter,still,1856,1
porter,sweats,1856,1
porter,taken,1856,1
porter,tinct,1856,1
porter,took,1856,1
porter,treated,1856,1
porter,unchecked,1856,1
porter,upper,1856,1
porter,weakened,1856,1
porter,where,1856,1
porter,while,1856,1
portion,small,1840,6
portion,pulse,1840,5
portion,right,1840,4
portion,through,1840,4
portion,ribs,1840,3
portion,scalp,1840,3
portion,several,1840,3
portion,ulcers,1840,3
portion,pulseless,1840,2
portion,received,1840,2
portion,removed,1840,2
portion,skin,1840,2
portion,skull,1840,2
portion,smaller,1840,2
portion,soon,1840,2
portion,stimulants,1840,2
portion,stomach,1840,2
portion,that,1840,2
portion,there,1840,2
portion,this,1840,2
portion,tissue,1840,2
portion,whole,1840,2
portion,same,1862,2
portion,post,1840,1
portion,poultice,1840,1
portion,powers,1840,1
portion,pressure,1840,1
portion,protuberance,1840,1
portion,pupils,1840,1
portion,pushed,1840,1
portion,quantity,1840,1
portion,rallied,1840,1
portion,rapidly,1840,1
portion,rather,1840,1
portion,relief,1840,1
portion,removing,1840,1
portion,respiration,1840,1
portion,restless,1840,1
portion,result,1840,1
portion,return,1840,1
portion,returned,1840,1
portion,ruptured,1840,1
portion,same,1840,1
portion,scaffold,1840,1
portion,seen,1840,1
portion,sensible,1840,1
portion,shin,1840,1
portion,shoulder,1840,1
portion,sinapism,1840,1
portion,sinapisms,1840,1
portion,since,1840,1
portion,size,1840,1
portion,slight,1840,1
portion,spaces,1840,1
portion,speak,1840,1
portion,sphenoid,1840,1
portion,stage,1840,1
portion,sternum,1840,1
portion,stopped,1840,1
portion,story,1840,1
portion,striking,1840,1
portion,substance,1840,1
portion,superficial,1840,1
portion,surface,1840,1
portion,taking,1840,1
portion,tart,1840,1
portion,than,1840,1
portion,then,1840,1
portion,these,1840,1
portion,thick,1840,1
portion,thickened,1840,1
portion,time,1840,1
portion,ting,1840,1
portion,toddy,1840,1
portion,transverse,1840,1
portion,treatment,1840,1
portion,trephine,1840,1
portion,turning,1840,1
portion,under,1840,1
portion,until,1840,1
portion,upper,1840,1
portion,venous,1840,1
portion,ward,1840,1
portion,warm,1840,1
portion,warmth,1840,1
portion,water,1840,1
portion,where,1840,1
portion,window,1840,1
portion,year,1840,1
portion,punch,1862,1
portion,recovered,1862,1
portion,severe,1862,1
portion,sick,1862,1
portion,stokes,1862,1
portion,stopped,1862,1
portion,this,1862,1
portion,until,1862,1
portion,usual,1862,1
portion,walk,1862,1
portion,water,1862,1
portion,whiskey,1862,1
portion,woman,1862,1
post,under,1850,8
post,small,1840,6
post,treatment,1850,6
post,pulse,1840,5
post,right,1840,4
post,through,1840,4
post,soft,1850,4
post,stump,1850,4
post,there,1850,4
post,ribs,1840,3
post,scalp,1840,3
post,several,1840,3
post,ulcers,1840,3
post,quite,1841,3
post,reddish,1841,3
post,pulseless,1840,2
post,received,1840,2
post,removed,1840,2
post,skin,1840,2
post,skull,1840,2
post,smaller,1840,2
post,soon,1840,2
post,stimulants,1840,2
post,stomach,1840,2
post,that,1840,2
post,there,1840,2
post,this,1840,2
post,tissue,1840,2
post,whole,1840,2
post,previous,1850,2
post,produced,1850,2
post,purpose,1850,2
post,remains,1850,2
post,removed,1850,2
post,right,1850,2
post,same,1850,2
post,scrofulous,1850,2
post,seems,1850,2
post,since,1850,2
post,single,1850,2
post,slowly,1850,2
post,standing,1850,2
post,subsided,1850,2
post,substance,1850,2
post,suite,1850,2
post,supported,1850,2
post,surfaces,1850,2
post,sutures,1850,2
post,symptoms,1850,2
post,synovial,1850,2
post,takes,1850,2
post,thigh,1850,2
post,thirds,1850,2
post,this,1850,2
post,three,1850,2
post,today,1850,2
post,troubled,1850,2
post,upon,1850,2
post,various,1850,2
post,wells,1850,2
post,while,1850,2
post,yesterday,1850,2
post,pulse,1841,2
post,skin,1841,2
post,stimulants,1841,2
post,tenderness,1841,2
post,times,1841,2
post,tongue,1841,2
post,when,1841,2
post,poultice,1840,1
post,powers,1840,1
post,pressure,1840,1
post,protuberance,1840,1
post,pupils,1840,1
post,pushed,1840,1
post,quantity,1840,1
post,rallied,1840,1
post,rapidly,1840,1
post,rather,1840,1
post,relief,1840,1
post,removing,1840,1
post,respiration,1840,1
post,restless,1840,1
post,result,1840,1
post,return,1840,1
post,returned,1840,1
post,ruptured,1840,1
post,same,1840,1
post,scaffold,1840,1
post,seen,1840,1
post,sensible,1840,1
post,shin,1840,1
post,shoulder,1840,1
post,sinapism,1840,1
post,sinapisms,1840,1
post,since,1840,1
post,size,1840,1
post,slight,1840,1
post,spaces,1840,1
post,speak,1840,1
post,sphenoid,1840,1
post,stage,1840,1
post,sternum,1840,1
post,stopped,1840,1
post,story,1840,1
post,striking,1840,1
post,substance,1840,1
post,superficial,1840,1
post,surface,1840,1
post,taking,1840,1
post,tart,1840,1
post,than,1840,1
post,then,1840,1
post,these,1840,1
post,thick,1840,1
post,thickened,1840,1
post,time,1840,1
post,ting,1840,1
post,toddy,1840,1
post,transverse,1840,1
post,treatment,1840,1
post,trephine,1840,1
post,turning,1840,1
post,under,1840,1
post,until,1840,1
post,upper,1840,1
post,venous,1840,1
post,ward,1840,1
post,warm,1840,1
post,warmth,1840,1
post,water,1840,1
post,where,1840,1
post,window,1840,1
post,year,1840,1
post,post,1850,1
post,posteriorly,1841,1
post,quinine,1841,1
post,rather,1841,1
post,restrained,1841,1
post,right,1841,1
post,several,1841,1
post,size,1841,1
post,slight,1841,1
post,slightly,1841,1
post,small,1841,1
post,solid,1841,1
post,spleen,1841,1
post,still,1841,1
post,stools,1841,1
post,substance,1841,1
post,teeth,1841,1
post,thick,1841,1
post,thickened,1841,1
post,though,1841,1
post,tissue,1841,1
post,used,1841,1
post,using,1841,1
post,ventricles,1841,1
post,vessels,1841,1
post,violent,1841,1
post,wall,1841,1
post,whey,1841,1
post,wine,1841,1
posterior,wound,1850,4
posterior,this,1844,4
posterior,sloughy,1850,3
posterior,whole,1850,3
posterior,pulse,1844,3
posterior,pulse,1850,2
posterior,since,1850,2
posterior,skin,1850,2
posterior,then,1844,2
posterior,vomiting,1844,2
posterior,were,1844,2
posterior,white,1844,2
posterior,regularly,1850,1
posterior,sever,1850,1
posterior,sick,1850,1
posterior,slightly,1850,1
posterior,somewhat,1850,1
posterior,south,1850,1
posterior,sprinkled,1850,1
posterior,status,1850,1
posterior,still,1850,1
posterior,suffer,1850,1
posterior,temp,1850,1
posterior,thigh,1850,1
posterior,white,1850,1
posterior,years,1850,1
posterior,poultice,1850,1
posterior,present,1850,1
posterior,presents,1850,1
posterior,removed,1850,1
posterior,right,1850,1
posterior,rolling,1850,1
posterior,same,1850,1
posterior,sear,1850,1
posterior,soothing,1850,1
posterior,surrounding,1850,1
posterior,that,1850,1
posterior,timber,1850,1
posterior,tinct,1850,1
posterior,treatment,1850,1
posterior,under,1850,1
posterior,widow,1850,1
posterior,worse,1850,1
posterior,wounds,1850,1
posterior,yeast,1850,1
posterior,pulse,1862,1
posterior,relief,1862,1
posterior,relieved,1862,1
posterior,slight,1862,1
posterior,strength,1862,1
posterior,surface,1862,1
posterior,taking,1862,1
posterior,that,1862,1
posterior,three,1862,1
posterior,tongue,1862,1
posterior,warm,1862,1
posterior,previously,1844,1
posterior,produced,1844,1
posterior,quart,1844,1
posterior,quick,1844,1
posterior,recommenced,1844,1
posterior,region,1844,1
posterior,removed,1844,1
posterior,return,1844,1
posterior,second,1844,1
posterior,seized,1844,1
posterior,since,1844,1
posterior,skin,1844,1
posterior,slight,1844,1
posterior,soft,1844,1
posterior,soon,1844,1
posterior,sound,1844,1
posterior,stated,1844,1
posterior,still,1844,1
posterior,stomach,1844,1
posterior,stool,1844,1
posterior,substituted,1844,1
posterior,suddenly,1844,1
posterior,supper,1844,1
posterior,taking,1844,1
posterior,than,1844,1
posterior,that,1844,1
posterior,there,1844,1
posterior,thick,1844,1
posterior,thinks,1844,1
posterior,tongue,1844,1
posterior,took,1844,1
posterior,travelling,1844,1
posterior,until,1844,1
posterior,usual,1844,1
posterior,valve,1844,1
posterior,weeks,1844,1
posterior,when,1844,1
posterior,while,1844,1
posterior,yellow,1844,1
posteriorly,quite,1841,3
posteriorly,reddish,1841,3
posteriorly,pulse,1841,2
posteriorly,skin,1841,2
posteriorly,stimulants,1841,2
posteriorly,tenderness,1841,2
posteriorly,times,1841,2
posteriorly,tongue,1841,2
posteriorly,when,1841,2
posteriorly,quinine,1841,1
posteriorly,rather,1841,1
posteriorly,restrained,1841,1
posteriorly,right,1841,1
posteriorly,several,1841,1
posteriorly,size,1841,1
posteriorly,slight,1841,1
posteriorly,slightly,1841,1
posteriorly,small,1841,1
posteriorly,solid,1841,1
posteriorly,spleen,1841,1
posteriorly,still,1841,1
posteriorly,stools,1841,1
posteriorly,substance,1841,1
posteriorly,teeth,1841,1
posteriorly,thick,1841,1
posteriorly,thickened,1841,1
posteriorly,though,1841,1
posteriorly,tissue,1841,1
posteriorly,used,1841,1
posteriorly,using,1841,1
posteriorly,ventricles,1841,1
posteriorly,vessels,1841,1
posteriorly,violent,1841,1
posteriorly,wall,1841,1
posteriorly,whey,1841,1
posteriorly,wine,1841,1
poultice,small,1840,6
poultice,pulse,1840,5
poultice,right,1840,4
poultice,through,1840,4
poultice,wound,1850,4
poultice,ribs,1840,3
poultice,scalp,1840,3
poultice,several,1840,3
poultice,ulcers,1840,3
poultice,sloughy,1850,3
poultice,whole,1850,3
poultice,three,1849,3
poultice,times,1849,3
poultice,pulseless,1840,2
poultice,received,1840,2
poultice,removed,1840,2
poultice,skin,1840,2
poultice,skull,1840,2
poultice,smaller,1840,2
poultice,soon,1840,2
poultice,stimulants,1840,2
poultice,stomach,1840,2
poultice,that,1840,2
poultice,there,1840,2
poultice,this,1840,2
poultice,tissue,1840,2
poultice,whole,1840,2
poultice,quite,1862,2
poultice,seed,1862,2
poultice,slightly,1862,2
poultice,sore,1862,2
poultice,still,1862,2
poultice,throat,1862,2
poultice,wine,1862,2
poultice,still,1849,2
poultice,symptoms,1849,2
poultice,wound,1849,2
poultice,powers,1840,1
poultice,pressure,1840,1
poultice,protuberance,1840,1
poultice,pupils,1840,1
poultice,pushed,1840,1
poultice,quantity,1840,1
poultice,rallied,1840,1
poultice,rapidly,1840,1
poultice,rather,1840,1
poultice,relief,1840,1
poultice,removing,1840,1
poultice,respiration,1840,1
poultice,restless,1840,1
poultice,result,1840,1
poultice,return,1840,1
poultice,returned,1840,1
poultice,ruptured,1840,1
poultice,same,1840,1
poultice,scaffold,1840,1
poultice,seen,1840,1
poultice,sensible,1840,1
poultice,shin,1840,1
poultice,shoulder,1840,1
poultice,sinapism,1840,1
poultice,sinapisms,1840,1
poultice,since,1840,1
poultice,size,1840,1
poultice,slight,1840,1
poultice,spaces,1840,1
poultice,speak,1840,1
poultice,sphenoid,1840,1
poultice,stage,1840,1
poultice,sternum,1840,1
poultice,stopped,1840,1
poultice,story,1840,1
poultice,striking,1840,1
poultice,substance,1840,1
poultice,superficial,1840,1
poultice,surface,1840,1
poultice,taking,1840,1
poultice,tart,1840,1
poultice,than,1840,1
poultice,then,1840,1
poultice,these,1840,1
poultice,thick,1840,1
poultice,thickened,1840,1
poultice,time,1840,1
poultice,ting,1840,1
poultice,toddy,1840,1
poultice,transverse,1840,1
poultice,treatment,1840,1
poultice,trephine,1840,1
poultice,turning,1840,1
poultice,under,1840,1
poultice,until,1840,1
poultice,upper,1840,1
poultice,venous,1840,1
poultice,ward,1840,1
poultice,warm,1840,1
poultice,warmth,1840,1
poultice,water,1840,1
poultice,where,1840,1
poultice,window,1840,1
poultice,year,1840,1
poultice,present,1850,1
poultice,presents,1850,1
poultice,removed,1850,1
poultice,right,1850,1
poultice,rolling,1850,1
poultice,same,1850,1
poultice,sear,1850,1
poultice,soothing,1850,1
poultice,surrounding,1850,1
poultice,that,1850,1
poultice,timber,1850,1
poultice,tinct,1850,1
poultice,treatment,1850,1
poultice,under,1850,1
poultice,widow,1850,1
poultice,worse,1850,1
poultice,wounds,1850,1
poultice,yeast,1850,1
poultice,pulse,1862,1
poultice,regaining,1862,1
poultice,right,1862,1
poultice,sleeps,1862,1
poultice,slowly,1862,1
poultice,smooth,1862,1
poultice,steak,1862,1
poultice,stools,1862,1
poultice,strong,1862,1
poultice,swollen,1862,1
poultice,though,1862,1
poultice,tongue,1862,1
poultice,tonsil,1862,1
poultice,tonsillitis,1862,1
poultice,treatment,1862,1
poultice,twice,1862,1
poultice,viii,1862,1
poultice,powders,1849,1
poultice,pulse,1849,1
poultice,quin,1849,1
poultice,reduced,1849,1
poultice,seaman,1849,1
poultice,shattering,1849,1
poultice,since,1849,1
poultice,sore,1849,1
poultice,standing,1849,1
poultice,superior,1849,1
poultice,take,1849,1
poultice,then,1849,1
poultice,this,1849,1
poultice,took,1849,1
poultice,touched,1849,1
poultice,traversing,1849,1
poultice,tympanitic,1849,1
poultice,warren,1849,1
poultice,webster,1849,1
poultice,when,1849,1
poultice,while,1849,1
poultice,wiry,1849,1
powder,still,1862,6
powder,prescription,1862,4
powder,since,1862,4
powder,smooth,1862,4
powder,tongue,1862,4
powder,pretty,1862,2
powder,puls,1862,2
powder,pulse,1862,2
powder,quite,1862,2
powder,rather,1862,2
powder,renewed,1862,2
powder,sleeps,1862,2
powder,slept,1862,2
powder,slowly,1862,2
powder,suspended,1862,2
powder,sweat,1862,2
powder,taking,1862,2
powder,tannin,1862,2
powder,this,1862,2
powder,times,1862,2
powder,troubled,1862,2
powder,viii,1862,2
powder,vomiting,1862,2
powder,when,1862,2
powder,xxxii,1862,2
powder,powder,1862,1
powdered,testicle,1849,3
powdered,treatment,1849,3
powdered,quin,1849,2
powdered,size,1849,2
powdered,swelling,1849,2
powdered,tender,1849,2
powdered,prepuce,1849,1
powdered,puncture,1849,1
powdered,pursued,1849,1
powdered,purulent,1849,1
powdered,received,1849,1
powdered,require,1849,1
powdered,right,1849,1
powdered,says,1849,1
powdered,scrotum,1849,1
powdered,since,1849,1
powdered,somewhat,1849,1
powdered,sprinkled,1849,1
powdered,standing,1849,1
powdered,states,1849,1
powdered,stop,1849,1
powdered,swell,1849,1
powdered,tenderness,1849,1
powdered,that,1849,1
powdered,there,1849,1
powdered,three,1849,1
powdered,ulceration,1849,1
powdered,ulcers,1849,1
powdered,until,1849,1
powdered,urethra,1849,1
powdered,veins,1849,1
powdered,week,1849,1
powdered,with,1849,1
powdered,years,1849,1
powders,three,1849,3
powders,times,1849,3
powders,still,1849,2
powders,symptoms,1849,2
powders,wound,1849,2
powders,pulse,1849,1
powders,quin,1849,1
powders,reduced,1849,1
powders,seaman,1849,1
powders,shattering,1849,1
powders,since,1849,1
powders,sore,1849,1
powders,standing,1849,1
powders,superior,1849,1
powders,take,1849,1
powders,then,1849,1
powders,this,1849,1
powders,took,1849,1
powders,touched,1849,1
powders,traversing,1849,1
powders,tympanitic,1849,1
powders,warren,1849,1
powders,webster,1849,1
powders,when,1849,1
powders,while,1849,1
powders,wiry,1849,1
power,seton,1850,6
power,says,1850,4
power,soon,1850,4
power,raise,1850,2
power,relieved,1850,2
power,sever,1850,2
power,severe,1850,2
power,sharp,1850,2
power,shoulders,1850,2
power,sixth,1850,2
power,slight,1850,2
power,slightly,1850,2
power,still,1850,2
power,strength,1850,2
power,summer,1850,2
power,taken,1850,2
power,that,1850,2
power,those,1850,2
power,three,1850,2
power,time,1850,2
power,trouble,1850,2
power,upper,1850,2
power,vertebral,1850,2
power,without,1850,2
power,work,1850,2
power,would,1850,2
power,years,1850,2
power,power,1850,1
powers,small,1840,6
powers,pulse,1840,5
powers,right,1840,4
powers,through,1840,4
powers,ribs,1840,3
